ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
3461620,19568,38,5659,1209,0.0,3.93,5665,0,30007,30007,0,2966,1564044,4.34,3.97,5.0
3461648,40984,77,6160,1229,0.0,3.93,6350,0,30008,30008,0,2966,1589852,4.34,3.96,5.0
3461655,19715,75,6174,1891,0.0,3.72,6243,0,30004,30004,0,2903,1545212,4.33,3.53,5.0
3461703,48316,70,6152,1304,0.0,3.9,6344,0,30007,30007,0,2903,1582652,4.33,3.91,5.0
3461745,7472,96,5962,3301,0.033,3.01,5879,950,29059,30009,1,2903,1546191,4.33,2.77,4.34
3461749,29184,64,6222,1528,0.0,3.83,6323,0,30004,30004,0,2934,1576892,4.33,3.76,5.0
3461755,64754,34,5742,820,0.0,4.05,5712,0,30006,30006,0,2966,1650100,4.34,4.25,5.0
3461763,8288,98,5340,3125,0.0,3.36,5324,0,30009,30009,0,2903,1535182,4.33,2.85,5.0
3461771,34937,99,5860,1741,0.0,3.77,6034,0,30004,30004,0,2966,1579592,4.34,3.62,5.0
3461773,34762,62,6186,1226,0.0,3.93,6337,0,30008,30008,0,2966,1582396,4.34,3.96,5.0
3461784,43570,98,5755,1610,0.0,3.81,5977,0,30006,30006,0,2934,1587392,4.33,3.7,5.0
3461789,54972,78,5937,1408,0.0,3.87,6154,0,30003,30003,0,2934,1608692,4.33,3.84,5.0
3461909,6093,52,5842,3558,0.016,3.1,5719,467,29541,30008,1,2966,1570001,4.34,2.65,4.68
3461920,41342,73,6491,1882,0.0,3.73,6543,0,30008,30008,0,2903,1548412,4.33,3.53,5.0
3461923,27904,35,5753,1111,0.0,3.96,5719,0,30007,30007,0,2966,1591900,4.34,4.04,5.0
3461927,40725,73,6183,2573,0.0,3.53,6118,0,30010,30010,0,2966,1576170,4.34,3.14,5.0
3461948,61056,59,6139,1039,0.0,3.98,6346,0,30028,30028,0,2966,1574655,4.34,4.09,5.0
3461949,25453,63,6400,1628,0.0,3.81,6351,0,30059,30059,0,2966,1600319,4.34,3.69,5.0
3461953,74880,58,5974,1011,0.0,3.99,6446,0,30013,30013,0,2934,1550292,4.33,4.11,5.0
3461963,33120,59,6225,1678,0.0,3.79,6288,0,30004,30004,0,2934,1575198,4.33,3.66,5.0
3461975,38168,39,5485,1026,0.0,3.98,5688,0,30005,30005,0,2903,1546292,4.33,4.1,5.0
3462043,19678,40,5652,1401,0.0,3.87,5659,0,30007,30007,0,2903,1557492,4.33,3.84,5.0
3462060,20820,40,5675,1327,0.0,3.9,5648,0,30010,30010,0,2966,1603801,4.34,3.89,5.0
3462332,38407,31,5716,889,0.0,4.03,5697,0,30012,30012,0,2966,1608693,4.34,4.2,5.0
3462444,40073,59,5620,1084,0.0,3.97,5781,0,30005,30005,0,2903,1540898,4.33,4.06,5.0
3462535,17770,73,5674,1734,0.0,3.77,5655,0,30005,30005,0,2903,1551492,4.33,3.62,5.0
3463600,32403,85,6550,1715,0.0,3.78,6478,0,30031,30031,0,2903,1537792,4.33,3.64,5.0
3463694,34796,112,7144,2365,0.0,3.59,6981,0,30007,30007,0,2934,1612892,4.33,3.25,5.0
3463695,34986,104,6885,2257,0.0,3.61,6732,0,30004,30004,0,2903,1565292,4.33,3.31,5.0
3463701,41386,110,6759,2380,0.0,3.58,6827,0,30004,30004,0,2934,1558292,4.33,3.24,5.0
3463705,33600,105,7159,2239,0.0,3.62,6998,0,30006,30006,0,2903,1544792,4.33,3.32,5.0
3463707,49013,94,6539,1985,0.0,3.7,6601,0,30003,30003,0,2966,1627392,4.34,3.47,5.0
3463714,44688,95,6712,2194,0.0,3.64,6799,0,30002,30002,0,2966,1621292,4.34,3.35,5.0
3463727,31954,114,7260,3114,0.017,3.22,7076,489,29521,30010,1,2934,1568593,4.33,2.86,4.66
3463730,43712,104,7094,2215,0.0,3.63,7173,0,30013,30013,0,2903,1546191,4.33,3.33,5.0
3463735,45132,112,7150,2403,0.0,3.57,7167,0,30007,30007,0,2934,1561092,4.33,3.23,5.0
3463736,45015,102,6932,2250,0.0,3.62,7138,0,30003,30003,0,2903,1545692,4.33,3.31,5.0
3463738,38660,110,7506,2476,0.0,3.55,7313,0,30003,30003,0,2934,1737492,4.33,3.19,5.0
3463740,33687,96,7127,2284,0.0,3.61,7138,0,30004,30004,0,2966,1566692,4.34,3.3,5.0
3463821,59360,35,6282,754,0.0,4.07,6359,0,30009,30009,0,2966,1622032,4.34,4.3,5.0
3463835,46985,30,6168,741,0.0,4.07,6548,0,30014,30014,0,2903,1552412,4.33,4.31,5.0
3463849,27470,38,6224,1273,0.0,3.91,6325,0,30008,30008,0,2903,1559612,4.33,3.93,5.0
3463881,6520,122,6259,6734,0.0,2.33,5658,0,30006,30006,0,2934,1543518,4.33,1.58,5.0
3463883,24270,55,6245,1508,0.0,3.84,6327,0,30003,30003,0,2934,1545336,4.33,3.77,5.0
3463889,45440,26,5906,662,0.0,4.09,6103,0,30002,30002,0,2903,1596377,4.33,4.37,5.0
3463890,33024,47,6179,1054,0.0,3.97,6359,0,30005,30005,0,2903,1565372,4.33,4.08,5.0
3463898,32889,71,6208,1567,0.0,3.82,6317,0,30003,30003,0,2903,1541004,4.33,3.73,5.0
3463908,21821,36,6253,1519,0.0,3.84,6304,0,30007,30007,0,2934,1565372,4.33,3.76,5.0
3463915,21421,84,6220,2042,0.0,3.68,6263,0,30006,30006,0,2903,1527492,4.33,3.44,5.0
3463921,40573,24,5931,754,0.0,4.07,6101,0,30003,30003,0,2966,1565292,4.34,4.3,5.0
3463933,18454,67,6173,2217,0.0,3.63,6143,0,30002,30002,0,2966,1566556,4.34,3.33,5.0
3463939,34200,42,6231,1010,0.0,3.99,6349,0,30007,30007,0,2966,1625852,4.34,4.11,5.0
3463943,36100,23,5900,872,0.0,4.03,6059,0,30003,30003,0,2903,1547092,4.33,4.21,5.0
3463948,28689,38,6375,1255,0.0,3.91,6377,0,30008,30008,0,2903,1571132,4.33,3.94,5.0
3463958,38980,29,5941,713,0.0,4.08,6128,0,30003,30003,0,2966,1609745,4.34,4.33,5.0
3463966,25232,68,6653,1580,0.0,3.82,6739,0,30004,30004,0,2934,1559692,4.33,3.72,5.0
3463970,37359,46,6263,967,0.0,4.01,6380,0,30008,30008,0,2966,1568252,4.34,4.14,5.0
3463979,17543,73,6317,1913,0.0,3.72,6316,0,30008,30008,0,2903,1530292,4.33,3.51,5.0
3463993,40387,68,6149,1376,0.0,3.88,6315,0,30003,30003,0,2966,1614076,4.34,3.86,5.0
3464000,26352,74,6189,1401,0.0,3.87,6341,0,30006,30006,0,2903,1528892,4.33,3.84,5.0
3464002,27373,62,6238,1561,0.0,3.83,6334,0,30006,30006,0,2934,1565118,4.33,3.73,5.0
3464018,35546,27,5929,786,0.0,4.06,6113,0,30003,30003,0,2934,1575092,4.33,4.28,5.0
3464046,9562,74,6293,4147,0.042,2.68,6116,1216,28789,30005,1,2903,1533438,4.33,2.4,4.16
3464063,32487,81,6176,1343,0.0,3.89,6389,0,30004,30004,0,2934,1555492,4.33,3.88,5.0
3464069,44147,26,5967,693,0.0,4.08,6101,0,30011,30011,0,2903,1618492,4.33,4.35,5.0
3464080,23044,66,6203,1954,0.0,3.71,6234,0,30004,30004,0,2966,1572028,4.34,3.49,5.0
3464101,21120,67,6223,1846,0.0,3.74,6262,0,30006,30006,0,2903,1534492,4.33,3.55,5.0
3464126,32092,76,6214,1447,0.0,3.86,6361,0,30005,30005,0,2934,1565292,4.33,3.81,5.0
3464160,44611,71,6114,1378,0.0,3.88,6317,0,30003,30003,0,2903,1563638,4.33,3.86,5.0
3464161,25770,71,6346,1440,0.0,3.86,6343,0,30024,30024,0,2966,1565292,4.34,3.81,5.0
3464166,23044,66,6203,1954,0.0,3.71,6234,0,30004,30004,0,2966,1572028,4.34,3.49,5.0
3464169,23044,66,6203,1954,0.0,3.71,6234,0,30004,30004,0,2966,1572028,4.34,3.49,5.0
3464170,40600,26,5927,676,0.0,4.09,6116,0,30003,30003,0,2966,1566732,4.34,4.36,5.0
3464198,40717,22,5924,681,0.0,4.09,6121,0,30003,30003,0,2934,1559692,4.33,4.35,5.0
3464207,24839,72,6226,1634,0.0,3.8,6321,0,30009,30009,0,2934,1572318,4.33,3.69,5.0
3464221,24452,67,6205,2050,0.0,3.68,6213,0,30009,30009,0,2903,1588158,4.33,3.43,5.0
3464232,22136,78,6220,1976,0.0,3.7,6258,0,30008,30008,0,2903,1552158,4.33,3.48,5.0
3464371,29196,55,5647,1241,0.0,3.92,5697,0,30006,30006,0,2934,1544001,4.33,3.95,5.0
3464435,42986,24,6089,690,0.0,4.09,6147,0,30004,30004,0,2934,1624092,4.33,4.35,5.0
3464482,26359,31,6135,943,0.0,4.01,6146,0,30004,30004,0,2934,1559977,4.33,4.16,5.0
3464536,39749,27,6070,678,0.0,4.09,6158,0,30005,30005,0,2934,1570033,4.33,4.36,5.0
3464803,34462,25,5631,778,0.0,4.06,5723,0,30003,30003,0,2903,1567892,4.33,4.28,5.0
3464839,47400,28,5701,736,0.0,4.07,5836,0,30002,30002,0,2934,1545792,4.33,4.31,5.0
3464855,40411,22,5626,667,0.0,4.09,5747,0,30002,30002,0,2903,1547092,4.33,4.37,5.0
3464871,26051,29,5773,1068,0.0,3.98,5911,0,30002,30002,0,2966,1580892,4.34,4.07,5.0
3464931,34720,21,6073,710,0.0,4.08,6127,0,30035,30035,0,2934,1561561,4.33,4.33,5.0
3464981,29685,30,5726,885,0.0,4.03,5880,0,30002,30002,0,2934,1550992,4.33,4.2,5.0
3465160,29058,39,5693,1139,0.0,3.95,5695,0,30005,30005,0,2966,1585600,4.34,4.02,5.0
3465234,49504,34,5813,787,0.0,4.06,5888,0,30003,30003,0,2966,1625092,4.34,4.27,5.0
3465274,20994,30,5765,1211,0.0,3.93,5785,0,30002,30002,0,2966,1604292,4.34,3.97,5.0
3465279,35945,22,5711,893,0.0,4.02,5760,0,30020,30020,0,2903,1573092,4.33,4.2,5.0
3465299,28478,22,5711,1089,0.0,3.96,5848,0,30002,30002,0,2903,1550992,4.33,4.05,5.0
3465318,10457,34,5681,1929,0.0,3.72,5647,0,30004,30004,0,2966,1573900,4.34,3.5,5.0
3465333,28539,61,5736,1429,0.0,3.86,5702,0,30005,30005,0,2903,1560593,4.33,3.82,5.0
3465334,24681,55,5905,1371,0.0,3.88,6033,0,30003,30003,0,2903,1548832,4.33,3.86,5.0
3465374,25958,43,5933,1218,0.0,3.93,6061,0,30002,30002,0,2966,1584892,4.34,3.96,5.0
3465411,63544,51,6071,905,0.0,4.02,6108,0,30005,30005,0,2934,1584849,4.33,4.19,5.0
3465441,83676,39,5913,931,0.0,4.01,6112,0,30010,30010,0,2903,1658253,4.33,4.17,5.0
3465517,37785,78,5667,1324,0.0,3.89,5710,0,30008,30008,0,2903,1532158,4.33,3.89,5.0
3465590,17718,36,6125,1388,0.0,3.88,6116,0,30033,30033,0,2934,1550432,4.33,3.85,5.0
3465604,37785,78,5667,1324,0.0,3.89,5710,0,30008,30008,0,2903,1532158,4.33,3.89,5.0
3465621,35546,25,5850,928,0.0,4.02,5860,0,30001,30001,0,2966,1593892,4.34,4.17,5.0
3465629,52100,31,5776,761,0.0,4.07,5939,0,30018,30018,0,2934,1587392,4.33,4.29,5.0
3465642,25343,28,5858,1081,0.0,3.97,5861,0,30010,30010,0,2966,1587392,4.34,4.06,5.0
3465656,51100,25,5688,752,0.0,4.07,5885,0,30003,30003,0,2934,1554892,4.33,4.3,5.0
3465691,34062,26,5718,1008,0.0,3.99,5881,0,30008,30008,0,2934,1604292,4.33,4.11,5.0
3465723,23744,50,6307,1488,0.0,3.85,6270,0,30006,30006,0,2966,1566132,4.34,3.78,5.0
3465720,23765,23,5877,1100,0.0,3.96,5903,0,30012,30012,0,2903,1540592,4.33,4.05,5.0
3465735,85275,49,6744,946,0.0,4.01,6758,0,30005,30005,0,2903,1620661,4.33,4.16,5.0
3465749,32377,27,5796,997,0.0,4.0,5835,0,30003,30003,0,2966,1579592,4.34,4.12,5.0
3465761,26707,50,5869,1407,0.0,3.87,5992,0,30003,30003,0,2903,1579292,4.33,3.84,5.0
3465772,18964,34,5918,1318,0.0,3.9,5929,0,30002,30002,0,2966,1579592,4.34,3.9,5.0
3465786,69563,45,6490,844,0.0,4.04,6509,0,30006,30006,0,2934,1597492,4.33,4.23,5.0
3465790,73116,47,6647,866,0.0,4.03,6652,0,30004,30004,0,2934,1548492,4.33,4.22,5.0
3465810,20802,72,5920,1781,0.0,3.76,5985,0,30003,30003,0,2966,1623032,4.34,3.59,5.0
3465818,35222,32,5754,961,0.0,4.01,5834,0,30003,30003,0,2934,1582192,4.33,4.15,5.0
3465820,24368,22,5622,1020,0.0,3.99,5767,0,30003,30003,0,2903,1536692,4.33,4.1,5.0
3465828,30902,26,5888,1000,0.0,3.99,5936,0,30003,30003,0,2934,1575692,4.33,4.12,5.0
3465830,15421,53,6113,1878,0.0,3.73,6089,0,30005,30005,0,2903,1556032,4.33,3.53,5.0
3465835,44488,23,5674,722,0.0,4.08,5904,0,30016,30016,0,2903,1536692,4.33,4.32,5.0
3465844,52962,65,5959,1266,0.0,3.91,5957,0,30006,30006,0,2934,1565793,4.33,3.93,5.0
3465847,45760,25,5702,796,0.0,4.06,5813,0,30010,30010,0,2966,1571792,4.34,4.27,5.0
3465851,9187,72,1905,3343,0.685,1.0,1899,12201,17802,30003,5,2966,1570892,4.34,2.75,1.0
3465862,29996,66,2409,1483,0.55,1.0,2619,10649,19355,30004,5,2934,1573692,4.33,3.79,1.0
3465916,20575,27,6075,1017,0.0,3.99,6092,0,30016,30016,0,2966,1564561,4.34,4.11,5.0
3465945,43533,25,5723,734,0.0,4.07,5911,0,30004,30004,0,2934,1650732,4.33,4.31,5.0
3465948,24878,33,5816,1133,0.0,3.96,5799,0,30004,30004,0,2966,1580892,4.34,4.02,5.0
3465953,42081,27,5652,704,0.0,4.08,5732,0,30003,30003,0,2903,1544332,4.33,4.34,5.0
3465959,27733,36,5878,1138,0.0,3.95,5862,0,30004,30004,0,2966,1570492,4.34,4.02,5.0
3465972,23477,30,5783,1127,0.0,3.96,5777,0,30011,30011,0,2934,1567892,4.33,4.03,5.0
3466036,27015,26,5851,874,0.0,4.03,6031,0,30003,30003,0,2966,1584892,4.34,4.21,5.0
3466082,46685,23,5856,659,0.0,4.1,6064,0,30003,30003,0,2966,1646492,4.34,4.37,5.0
3466101,20051,24,5936,945,0.0,4.01,6104,0,30003,30003,0,2934,1540092,4.33,4.16,5.0
3466119,24233,25,5973,1050,0.0,3.98,5976,0,30003,30003,0,2966,1579592,4.34,4.08,5.0
3466123,44296,25,6128,701,0.0,4.09,6122,0,30004,30004,0,2966,1580692,4.34,4.34,5.0
3466127,51117,26,5968,628,0.0,4.1,6113,0,30011,30011,0,2903,1606177,4.33,4.4,5.0
3466136,31200,30,5903,1062,0.0,3.97,5940,0,30024,30024,0,2934,1584792,4.33,4.07,5.0
3466141,41140,24,6151,679,0.0,4.09,6168,0,30003,30003,0,2966,1593292,4.34,4.36,5.0
3466145,26243,25,5897,796,0.0,4.05,6085,0,30003,30003,0,2903,1568092,4.33,4.27,5.0
3466151,26674,25,5886,1092,0.0,3.97,5915,0,30005,30005,0,2934,1545792,4.33,4.05,5.0
3466159,48823,25,5912,646,0.0,4.1,6127,0,30004,30004,0,2934,1642292,4.33,4.38,5.0
3466193,52984,24,5923,648,0.0,4.1,6108,0,30003,30003,0,2966,1652092,4.34,4.38,5.0
3466201,35000,27,5804,870,0.0,4.03,5886,0,30003,30003,0,2934,1608192,4.33,4.21,5.0
3466206,35700,25,5650,849,0.0,4.04,5835,0,30019,30019,0,2903,1578292,4.33,4.23,5.0
3466221,44134,24,6047,692,0.0,4.08,6110,0,30005,30005,0,2903,1612892,4.33,4.35,5.0
3466253,26365,23,5693,870,0.0,4.03,5873,0,30007,30007,0,2903,1532070,4.33,4.21,5.0
3466312,26588,27,5892,1140,0.0,3.95,5912,0,30007,30007,0,2966,1572292,4.34,4.02,5.0
3466336,24506,28,5873,1136,0.0,3.95,5908,0,30002,30002,0,2934,1552292,4.33,4.02,5.0
3466362,27867,29,5748,1000,0.0,3.99,5800,0,30005,30005,0,2934,1547092,4.33,4.12,5.0
3466378,35953,26,5653,928,0.0,4.02,5897,0,30008,30008,0,2966,1596492,4.34,4.17,5.0
3466379,99437,66,6619,1041,0.0,3.98,6603,0,30005,30005,0,2966,1779908,4.34,4.09,5.0
3466387,103852,65,6603,1040,0.0,3.98,6631,0,30007,30007,0,2903,2148973,4.33,4.09,5.0
3466391,97369,70,13267,1055,0.028,3.73,13380,806,29198,30004,1,2903,1743605,4.33,4.08,4.44
3466510,65618,38,6095,761,0.0,4.07,6409,0,30007,30007,0,2934,1605248,4.33,4.29,5.0
3466517,41801,39,6111,924,0.0,4.01,6358,0,30004,30004,0,2903,1562492,4.33,4.17,5.0
3466556,28246,37,6310,1031,0.0,3.99,6382,0,30006,30006,0,2966,1566812,4.34,4.1,5.0
3466573,69462,39,6002,751,0.0,4.07,6414,0,30008,30008,0,2934,1657532,4.33,4.3,5.0
3466657,50212,37,6286,783,0.0,4.06,6389,0,30006,30006,0,2966,1600431,4.34,4.28,5.0
3466677,41298,38,6246,931,0.0,4.02,6362,0,30003,30003,0,2966,1610012,4.34,4.17,5.0
3466682,50753,41,6116,823,0.0,4.05,6400,0,30010,30010,0,2934,1558172,4.33,4.25,5.0
3466687,55792,38,6009,786,0.0,4.06,6404,0,30006,30006,0,2934,1572572,4.33,4.28,5.0
3466721,36685,38,6241,892,0.0,4.03,6354,0,30004,30004,0,2966,1602812,4.34,4.2,5.0
3466723,26100,21,5558,1000,0.0,3.99,5588,0,30001,30001,0,2903,1567892,4.33,4.12,5.0
3466737,45426,33,5672,811,0.0,4.05,5897,0,30006,30006,0,2934,1574392,4.33,4.26,5.0
3466744,28777,63,5683,1326,0.0,3.9,5706,0,30005,30005,0,2934,1541400,4.33,3.89,5.0
3466745,34289,23,5807,752,0.0,4.07,5919,0,30016,30016,0,2903,1530192,4.33,4.3,5.0
3466752,41287,38,6759,862,0.0,4.04,7037,0,30002,30002,0,2934,1568252,4.33,4.22,5.0
3466768,22500,39,6389,1141,0.0,3.95,6379,0,30024,30024,0,2903,1542332,4.33,4.02,5.0
3466777,47261,25,5753,751,0.0,4.07,5916,0,30004,30004,0,2934,1589992,4.33,4.3,5.0
3466783,69229,37,6564,770,0.0,4.07,6630,0,30004,30004,0,2966,1669052,4.34,4.29,5.0
3466787,42095,21,5709,790,0.0,4.05,5880,0,30004,30004,0,2903,1557492,4.33,4.27,5.0
3466794,88930,37,6438,740,0.0,4.07,7031,0,30011,30011,0,2934,1790012,4.33,4.31,5.0
3466816,50384,25,5785,784,0.0,4.06,5925,0,30003,30003,0,2934,1618592,4.33,4.28,5.0
3466817,19809,64,6198,1633,0.0,3.8,6177,0,30004,30004,0,2934,1557492,4.33,3.69,5.0
3466848,35642,23,5810,784,0.0,4.06,5913,0,30009,30009,0,2903,1552292,4.33,4.28,5.0
3466881,22612,28,5976,1229,0.0,3.93,5942,0,30003,30003,0,2966,1575692,4.34,3.96,5.0
3466889,37579,37,6070,965,0.0,4.01,6317,0,30003,30003,0,2966,1608572,4.34,4.14,5.0
3466897,63249,36,6097,761,0.0,4.07,6406,0,30006,30006,0,2934,1563932,4.33,4.29,5.0
3466908,33543,39,6114,1054,0.0,3.97,6333,0,30002,30002,0,2903,1553852,4.33,4.08,5.0
3466920,40312,23,5671,737,0.0,4.07,5835,0,30014,30014,0,2903,1550992,4.33,4.31,5.0
3466940,38331,78,5962,1261,0.0,3.91,6035,0,30007,30007,0,2903,1573092,4.33,3.93,5.0
3466959,45414,59,5715,1111,0.0,3.96,5820,0,30010,30010,0,2903,1548750,4.33,4.04,5.0
3466960,22083,57,6372,1559,0.0,3.82,6341,0,30013,30013,0,2903,1527992,4.33,3.74,5.0
3466976,23952,62,6210,1584,0.0,3.82,6295,0,30006,30006,0,2903,1528830,4.33,3.72,5.0
3466980,22619,52,6912,1503,0.0,3.84,6980,0,30002,30002,0,2903,1530292,4.33,3.77,5.0
3466987,17094,69,6139,1819,0.0,3.75,6100,0,30005,30005,0,2903,1574893,4.33,3.57,5.0
3466988,27444,57,6182,1539,0.0,3.83,6276,0,30005,30005,0,2903,1542038,4.33,3.75,5.0
3467005,31446,46,6282,1036,0.0,3.98,6405,0,30006,30006,0,2934,1547092,4.33,4.09,5.0
3467015,49666,32,6069,743,0.0,4.07,6411,0,30011,30011,0,2934,1692092,4.33,4.31,5.0
3467019,22807,54,6411,1466,0.0,3.85,6394,0,30005,30005,0,2903,1531692,4.33,3.8,5.0
3467042,28196,28,6225,1027,0.0,3.99,6378,0,30005,30005,0,2934,1539452,4.33,4.1,5.0
3467045,35237,64,6197,1385,0.0,3.88,6351,0,30002,30002,0,2934,1548481,4.33,3.85,5.0
3467054,31102,28,6338,859,0.0,4.04,6427,0,30004,30004,0,2934,1545212,4.33,4.22,5.0
3467057,30086,60,6405,1560,0.0,3.82,6357,0,30006,30006,0,2903,1575198,4.33,3.74,5.0
3467074,25886,47,6233,1245,0.0,3.92,6366,0,30010,30010,0,2934,1589092,4.33,3.95,5.0
3467084,43671,28,6266,806,0.0,4.06,6358,0,30022,30022,0,2966,1572572,4.34,4.26,5.0
3467098,23374,22,5673,986,0.0,4.0,5694,0,30002,30002,0,2903,1534092,4.33,4.13,5.0
3467103,26509,31,6155,953,0.0,4.01,6359,0,30009,30009,0,2903,1566812,4.33,4.15,5.0
3467110,25663,67,6228,1652,0.0,3.8,6309,0,30005,30005,0,2934,1544958,4.33,3.68,5.0
3467122,34734,70,6151,1214,0.0,3.93,6176,0,30005,30005,0,2934,1569192,4.33,3.97,5.0
3467137,52586,31,6080,690,0.0,4.09,6465,0,30004,30004,0,2934,1559612,4.33,4.35,5.0
3467141,52718,50,6228,933,0.0,4.01,6553,0,30004,30004,0,2934,1551292,4.33,4.17,5.0
3467144,44626,67,6137,1315,0.0,3.9,6323,0,30005,30005,0,2903,1550718,4.33,3.9,5.0
3467174,33091,85,6256,1567,0.0,3.83,6280,0,30006,30006,0,2966,1566556,4.34,3.73,5.0
3467184,22816,36,6322,1201,0.0,3.94,6342,0,30010,30010,0,2966,1578332,4.34,3.98,5.0
3467202,34478,48,6315,1124,0.0,3.95,6363,0,30008,30008,0,2903,1537292,4.33,4.03,5.0
3467209,32636,28,6169,970,0.0,4.01,6325,0,30013,30013,0,2966,1589852,4.34,4.14,5.0
3467224,57440,30,5467,730,0.0,4.08,5914,0,30003,30003,0,2934,1625184,4.33,4.32,5.0
3467230,43402,66,6085,1306,0.0,3.9,6037,0,30015,30015,0,2966,1602191,4.34,3.9,5.0
3467254,31612,28,6225,810,0.0,4.05,6361,0,30005,30005,0,2966,1563932,4.34,4.26,5.0
3467248,37708,45,5981,1021,0.0,3.99,6016,0,30009,30009,0,2934,1591292,4.33,4.1,5.0
3467261,45916,27,5755,778,0.0,4.06,5929,0,30001,30001,0,2934,1703092,4.33,4.28,5.0
3467264,72110,41,6110,894,0.0,4.03,6394,0,30004,30004,0,2934,1617212,4.33,4.2,5.0
3467265,50290,48,6384,947,0.0,4.01,6353,0,30005,30005,0,2966,1568092,4.34,4.16,5.0
3467282,36602,51,6131,1114,0.0,3.96,6347,0,30003,30003,0,2903,1554092,4.33,4.04,5.0
3467308,25948,26,5909,1016,0.0,3.99,5937,0,30003,30003,0,2934,1554892,4.33,4.11,5.0
3467309,63033,38,6342,778,0.0,4.06,6439,0,30003,30003,0,2934,1759772,4.33,4.28,5.0
3467324,36657,54,5737,1136,0.0,3.95,5778,0,30004,30004,0,2934,1563992,4.33,4.02,5.0
3467329,38576,40,6110,920,0.0,4.02,6368,0,30003,30003,0,2903,1532252,4.33,4.18,5.0
3467339,61265,26,5799,693,0.0,4.09,5950,0,30003,30003,0,2934,1566592,4.33,4.35,5.0
3467342,67803,39,6015,793,0.0,4.06,6407,0,30006,30006,0,2934,1631612,4.33,4.27,5.0
3467344,61760,41,6147,834,0.0,4.04,6515,0,30009,30009,0,2934,1563892,4.33,4.24,5.0
3467353,35970,21,5894,940,0.0,4.01,5926,0,30001,30001,0,2903,1574392,4.33,4.16,5.0
3467376,43758,49,5641,1024,0.0,3.99,5821,0,30005,30005,0,2934,1557492,4.33,4.1,5.0
3467393,27225,60,6202,1508,0.0,3.84,6295,0,30006,30006,0,2903,1527678,4.33,3.77,5.0
3467410,31190,64,6181,1478,0.0,3.85,6306,0,30013,30013,0,2903,1573758,4.33,3.79,5.0
3467422,17195,65,5144,1751,0.0,3.77,5096,0,30013,30013,0,2966,1567892,4.34,3.61,5.0
3467445,28789,76,6231,1764,0.0,3.76,6307,0,30004,30004,0,2934,1547041,4.33,3.61,5.0
3467478,27027,77,6176,1834,0.0,3.75,6247,0,30008,30008,0,2966,1572316,4.34,3.56,5.0
3467500,29161,66,5151,1483,0.0,3.85,5287,0,30006,30006,0,2966,1579592,4.34,3.79,5.0
3467501,19809,30,5734,1603,0.0,3.81,5699,0,30009,30009,0,2966,1594140,4.34,3.71,5.0
3467509,28964,62,6225,1559,0.0,3.82,6304,0,30009,30009,0,2903,1555038,4.33,3.74,5.0
3467534,33200,66,6107,1217,0.0,3.93,6088,0,30008,30008,0,2966,1578292,4.34,3.97,5.0
3467540,43689,69,6148,1333,0.0,3.9,6321,0,30013,30013,0,2966,1605436,4.34,3.89,5.0
3467544,67801,47,8513,912,0.0,4.02,8695,0,30002,30002,0,2934,1543835,4.33,4.18,5.0
3467551,23168,69,6170,1461,0.0,3.85,6164,0,30004,30004,0,2934,1586092,4.33,3.8,5.0
3467568,20492,57,6363,1819,0.0,3.75,6301,0,30024,30024,0,2903,1531998,4.33,3.57,5.0
3467599,24095,34,5630,1246,0.0,3.92,5620,0,30004,30004,0,2966,1584657,4.34,3.95,5.0
3467618,83107,64,6153,955,0.0,4.01,6168,0,30010,30010,0,2966,1589992,4.34,4.15,5.0
3467621,63101,64,5989,1040,0.0,3.98,6072,0,30004,30004,0,2903,1636744,4.33,4.09,5.0
3467634,27506,60,5921,1266,0.0,3.91,6065,0,30003,30003,0,2934,1551292,4.33,3.93,5.0
3467646,33264,64,6076,1258,0.0,3.92,6042,0,30005,30005,0,2966,1568816,4.34,3.94,5.0
3467669,35263,66,6145,1304,0.0,3.9,6108,0,30004,30004,0,2966,1585400,4.34,3.91,5.0
3467674,44964,67,5956,1413,0.0,3.87,5903,0,30005,30005,0,2903,1632892,4.33,3.83,5.0
3467685,71184,66,5869,1072,0.0,3.97,6059,0,30005,30005,0,2966,1580016,4.34,4.07,5.0
3467693,34666,61,6035,1284,0.0,3.91,6177,0,30002,30002,0,2934,1577892,4.33,3.92,5.0
3467706,47140,62,5918,1103,0.0,3.97,6074,0,30003,30003,0,2966,1589816,4.34,4.04,5.0
3467713,70158,66,5831,1076,0.0,3.97,6061,0,30004,30004,0,2903,1581549,4.33,4.06,5.0
3467750,23607,63,5923,1417,0.0,3.87,6055,0,30002,30002,0,2934,1591892,4.33,3.83,5.0
3467765,29640,65,5898,1334,0.0,3.9,6040,0,30003,30003,0,2966,1586292,4.34,3.88,5.0
3467793,37929,51,5799,1060,0.0,3.98,5801,0,30005,30005,0,2934,1591292,4.33,4.08,5.0
3467800,30265,65,5604,1312,0.0,3.9,5647,0,30003,30003,0,2903,1555198,4.33,3.9,5.0
3467825,23360,63,5947,1491,0.0,3.85,6063,0,30003,30003,0,2934,1545692,4.33,3.78,5.0
